Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,sampleNum,Sex_I,Sex_M
0.515,0.405,0.13,0.722,0.32,0.131,0.21,10,155,False,True
0.5,0.37,0.115,0.5745,0.306,0.112,0.141,7,2980,True,False
0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,13,2346,False,False
0.565,0.44,0.185,0.909,0.344,0.2325,0.255,15,685,False,True
0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3,2711,True,False
0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7,281,True,False
0.44,0.345,0.1,0.366,0.122,0.0905,0.12,13,434,True,False
0.35,0.265,0.11,0.209,0.066,0.059,0.075,9,3403,True,False
0.52,0.46,0.15,1.019,0.523,0.1985,0.254,7,1112,False,False
0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29,7,991,False,False
0.62,0.48,0.165,1.0855,0.481,0.2575,0.305,10,3685,False,True
0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,13,587,False,False
0.34,0.255,0.085,0.204,0.097,0.021,0.05,6,3159,False,False
0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,7,2560,True,False
0.48,0.375,0.145,0.777,0.216,0.13,0.17,9,647,False,True
0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,8,1325,False,False
0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,9,2884,True,False
0.635,0.495,0.175,1.2355,0.5205,0.3085,0.347,10,4139,False,False
0.55,0.435,0.16,0.906,0.342,0.219,0.295,13,3246,False,True
0.615,0.5,0.17,1.054,0.4845,0.228,0.295,10,1371,False,True
0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,9,1301,True,False
0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,9,2833,False,False
0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12,676,False,True
0.63,0.5,0.16,1.22,0.4905,0.3,0.345,14,3294,False,False
0.44,0.35,0.12,0.375,0.1425,0.0965,0.115,9,3225,True,False
0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,6,948,False,False
0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,7,1220,True,False
0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17,358,False,True
0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,6,3434,True,False
0.58,0.435,0.15,0.839,0.3485,0.207,0.192,7,2073,False,False
0.275,0.215,0.075,0.1155,0.0485,0.029,0.035,7,233,True,False
0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239,11,1906,True,False
0.47,0.375,0.12,0.5805,0.266,0.0935,0.169,8,836,False,True
0.51,0.39,0.125,0.6565,0.262,0.1835,0.175,10,735,False,True
0.635,0.525,0.18,1.3695,0.634,0.318,0.363,11,2999,False,False
0.7,0.525,0.19,1.6015,0.707,0.365,0.43,10,2543,False,False
0.555,0.435,0.14,0.765,0.3945,0.15,0.206,8,1617,True,False
0.2,0.145,0.06,0.037,0.0125,0.0095,0.011,4,305,True,False
0.42,0.32,0.13,0.4135,0.1645,0.106,0.119,10,3226,False,False
0.595,0.455,0.155,1.041,0.416,0.2105,0.365,14,2106,False,True
0.52,0.405,0.14,0.5775,0.2,0.145,0.179,11,536,True,False
0.73,0.575,0.21,2.069,0.9285,0.409,0.643,11,1823,False,True
0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,14,341,False,False
0.275,0.195,0.07,0.08,0.031,0.0215,0.025,5,514,False,False
0.46,0.35,0.11,0.4,0.176,0.083,0.1205,7,1564,True,False
0.27,0.205,0.075,0.118,0.059,0.031,0.0305,4,3963,True,False
0.71,0.565,0.2,1.601,0.706,0.321,0.45,11,2809,False,True
0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9,1638,True,False
0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18,2363,False,True
0.615,0.5,0.175,1.377,0.5585,0.33,0.292,12,867,False,False
0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,9,3553,True,False
0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,14,336,False,True
0.275,0.205,0.065,0.101,0.041,0.021,0.034,5,3744,True,False
0.6,0.475,0.17,1.088,0.4905,0.2475,0.31,10,3578,False,False
0.64,0.505,0.155,1.1955,0.5565,0.211,0.346,11,2797,False,True
0.655,0.515,0.2,1.494,0.7255,0.309,0.405,12,2958,False,False
0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,12,3276,False,True
0.665,0.5,0.175,1.742,0.595,0.3025,0.725,21,3151,False,False
0.4,0.3,0.115,0.318,0.1335,0.0725,0.0935,6,4067,True,False
0.44,0.34,0.105,0.364,0.148,0.0805,0.1175,8,560,False,False
0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,9,1891,True,False
0.625,0.515,0.165,1.217,0.667,0.2065,0.3115,10,2937,False,True
0.62,0.465,0.145,0.911,0.375,0.2145,0.278,10,4061,False,True
0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,11,2922,False,True
0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,12,2255,False,True
0.425,0.325,0.11,0.317,0.135,0.048,0.09,8,1557,True,False
0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8,329,True,False
0.61,0.365,0.155,1.0765,0.488,0.249,0.27,9,4089,False,True
0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,10,2694,False,False
0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,8,2750,True,False
0.375,0.285,0.09,0.257,0.1045,0.062,0.075,7,3435,True,False
0.48,0.37,0.13,0.643,0.349,0.1155,0.135,8,3442,False,True
0.62,0.485,0.22,1.511,0.5095,0.284,0.51,17,3202,False,False
0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,8,2591,False,False
0.285,0.21,0.055,0.101,0.0415,0.017,0.0335,5,1532,True,False
0.575,0.45,0.145,0.795,0.364,0.1505,0.26,10,3771,True,False
0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,13,246,True,False
0.69,0.55,0.18,1.6915,0.6655,0.402,0.5,11,1975,False,True
0.66,0.5,0.165,1.3195,0.667,0.269,0.341,9,1725,False,True
0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,13,686,False,False
0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9,1712,False,False
0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,13,3270,False,False
0.72,0.575,0.18,1.6705,0.732,0.3605,0.501,12,1981,False,False
0.585,0.465,0.14,0.908,0.381,0.1615,0.315,13,485,False,False
0.405,0.305,0.1,0.271,0.0965,0.061,0.091,7,2727,True,False
0.55,0.42,0.13,0.636,0.294,0.144,0.1755,8,2658,True,False
0.545,0.415,0.2,1.358,0.567,0.318,0.403,10,1788,False,False
0.5,0.42,0.125,0.62,0.255,0.15,0.205,11,3841,False,True
0.65,0.5,0.17,1.4045,0.694,0.318,0.3235,11,3740,False,False
0.445,0.32,0.12,0.378,0.152,0.0825,0.12,8,2049,True,False
0.525,0.425,0.12,0.702,0.3335,0.1465,0.22,12,2294,False,True
0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8,3495,False,True
0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,10,1659,False,False
0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,9,2779,False,True
0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,17,769,False,False
0.495,0.4,0.135,0.61,0.272,0.1435,0.144,7,956,False,True
0.315,0.24,0.07,0.137,0.0545,0.0315,0.04,8,2312,True,False
0.185,0.135,0.04,0.027,0.0105,0.0055,0.009,5,1824,True,False
0.67,0.515,0.165,1.1735,0.526,0.285,0.316,11,3130,False,True
0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,10,1912,True,False
0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,12,1362,False,False
0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10,3627,False,True
0.58,0.43,0.13,0.798,0.365,0.173,0.2285,10,1645,False,True
0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10,690,False,True
0.57,0.465,0.155,0.9685,0.446,0.261,0.255,9,3853,False,False
0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,11,2800,False,False
0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,11,545,False,True
0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405,8,2825,True,False
0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,8,1248,True,False
0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10,3921,False,True
0.505,0.4,0.145,0.7045,0.334,0.1425,0.207,8,1857,True,False
0.255,0.19,0.06,0.086,0.04,0.0185,0.025,5,2036,True,False
0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,9,1321,True,False
0.33,0.265,0.09,0.18,0.068,0.036,0.06,6,2288,True,False
0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,10,144,False,True
0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,12,2497,False,True
0.38,0.29,0.085,0.2285,0.088,0.0465,0.075,7,3109,True,False
0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,8,1110,True,False
0.555,0.455,0.16,1.0575,0.3925,0.228,0.293,13,721,False,True
0.345,0.255,0.085,0.2005,0.105,0.037,0.05,5,1225,True,False
0.66,0.52,0.18,1.514,0.526,0.2975,0.42,19,593,False,False
0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,9,1443,False,True
0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,8,1614,True,False
0.495,0.38,0.145,0.5,0.205,0.148,0.1505,8,1853,True,False
0.695,0.535,0.2,1.5855,0.667,0.334,0.471,11,3078,False,False
0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,16,142,False,True
0.425,0.335,0.1,0.4085,0.1755,0.092,0.135,9,3153,False,True
0.57,0.46,0.155,1.0005,0.454,0.205,0.265,11,1894,False,True
0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175,8,2901,True,False
0.3,0.22,0.065,0.1235,0.059,0.026,0.0315,5,3106,True,False
0.64,0.5,0.15,1.2015,0.559,0.231,0.3355,9,3066,False,False
0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,15,3352,False,False
0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,9,2852,False,False
0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,8,3752,True,False
0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18,432,False,True
0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18,449,False,False
0.59,0.455,0.145,1.073,0.475,0.19,0.285,14,490,False,True
0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,10,1818,False,False
0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,7,3719,True,False
0.49,0.385,0.16,0.656,0.2455,0.171,0.205,9,3869,False,False
0.58,0.46,0.13,0.921,0.357,0.181,0.29,13,491,False,True
0.77,0.605,0.175,2.0505,0.8005,0.526,0.355,11,4148,False,True
0.52,0.4,0.125,0.559,0.254,0.139,0.149,8,1468,False,True
0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10,87,False,True
0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,8,267,False,True
0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,10,3698,False,False
0.62,0.48,0.23,1.0935,0.403,0.245,0.355,14,2276,False,False
0.7,0.54,0.215,1.978,0.6675,0.3125,0.71,24,3149,False,False
0.605,0.45,0.165,1.2225,0.357,0.202,0.385,13,3395,False,False
0.375,0.285,0.08,0.226,0.0975,0.04,0.0725,7,3108,True,False
0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,9,2693,False,True
0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18,2203,False,True
0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,5,1217,True,False
0.695,0.56,0.185,1.7715,0.8195,0.331,0.437,10,4058,False,False
0.265,0.2,0.065,0.084,0.034,0.0105,0.03,7,3317,False,True
0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,9,2000,True,False
0.61,0.47,0.195,1.2735,0.469,0.3315,0.398,12,2927,False,False
0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6,2131,False,True
0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8,2239,False,False
0.43,0.335,0.115,0.406,0.166,0.0935,0.135,8,2258,False,True
0.57,0.445,0.16,1.0145,0.516,0.164,0.3,10,4083,False,True
0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10,1378,False,False
0.65,0.525,0.175,1.4715,0.675,0.315,0.399,11,880,False,True
0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,17,2090,False,True
0.345,0.255,0.095,0.1945,0.0925,0.037,0.055,6,1224,True,False
0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,11,2443,False,False
0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,11,115,False,False
0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,11,453,False,False
0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175,14,571,True,False
0.505,0.385,0.125,0.596,0.245,0.097,0.21,9,2748,True,False
0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,11,3715,False,True
0.425,0.34,0.1,0.371,0.15,0.0865,0.115,8,2874,True,False
0.39,0.29,0.1,0.2845,0.1255,0.0635,0.081,7,4164,True,False
0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,4,1430,True,False
0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,12,104,False,True
0.465,0.36,0.08,0.488,0.191,0.125,0.155,11,724,False,True
0.545,0.42,0.13,0.879,0.374,0.1695,0.23,13,731,False,True
0.565,0.45,0.165,0.887,0.37,0.239,0.249,11,4172,False,False
0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,15,339,False,False
0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,9,4062,False,True
0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,14,2187,False,True
0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,8,3662,True,False
0.47,0.345,0.115,0.4885,0.2005,0.108,0.166,11,603,True,False
0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9,981,False,False
0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,7,2012,True,False
0.435,0.33,0.095,0.393,0.219,0.075,0.0885,6,4154,True,False
0.49,0.37,0.14,0.585,0.243,0.115,0.195,10,2189,False,False
0.57,0.455,0.15,1.107,0.54,0.255,0.27,8,986,False,False
0.47,0.365,0.12,0.543,0.2295,0.1495,0.15,9,2247,False,False
0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,5,2457,True,False
0.57,0.44,0.13,0.7665,0.347,0.1785,0.202,10,1332,True,False
0.6,0.41,0.145,0.939,0.4475,0.196,0.268,8,3500,False,True
0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595,10,3658,True,False
0.515,0.395,0.135,1.007,0.472,0.2495,0.252,8,1781,False,True
0.425,0.325,0.1,0.398,0.1185,0.0645,0.0945,6,831,True,False
0.645,0.515,0.24,1.5415,0.471,0.369,0.535,13,307,False,True
0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07,7,1,False,True
0.405,0.3,0.11,0.32,0.172,0.044,0.093,7,1073,True,False
0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,8,3484,True,False
0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10,3582,False,False
0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,9,3574,False,False
0.455,0.365,0.11,0.385,0.166,0.046,0.1345,13,3343,False,False
0.375,0.27,0.135,0.597,0.272,0.131,0.1675,7,1766,False,False
0.525,0.415,0.135,0.7945,0.394,0.189,0.202,7,2579,False,True
0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,8,2118,False,False
0.44,0.32,0.105,0.3875,0.1755,0.074,0.12,9,3018,True,False
0.565,0.44,0.175,1.122,0.393,0.2,0.375,20,2471,False,True
0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,9,1448,True,False
0.685,0.525,0.175,1.71,0.5415,0.309,0.58,16,3338,False,False
0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9,3513,False,False
0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,6,895,True,False
0.625,0.49,0.165,1.1165,0.4895,0.2615,0.3325,11,1688,False,True
0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,9,1799,False,True
0.41,0.325,0.12,0.3745,0.158,0.081,0.125,12,3231,False,True
0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,11,3703,False,False
0.54,0.41,0.135,0.7025,0.31,0.177,0.2,8,3557,True,False
0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,8,2580,False,True
0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7,2577,True,False
0.62,0.485,0.18,1.154,0.4935,0.256,0.315,12,1678,True,False
0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,10,2704,False,True
0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9,855,False,False
0.44,0.325,0.08,0.413,0.144,0.1015,0.13,8,2462,False,True
0.405,0.305,0.1,0.268,0.1145,0.053,0.085,7,2729,True,False
0.485,0.38,0.15,0.605,0.2155,0.14,0.18,15,667,False,False
0.61,0.46,0.155,0.957,0.4255,0.1975,0.265,8,1924,False,False
0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,11,459,False,False
0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9,1671,False,True
0.44,0.335,0.11,0.394,0.157,0.096,0.122,9,797,False,True
0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9,1323,True,False
0.575,0.45,0.135,0.8285,0.362,0.1655,0.236,10,3124,False,False
0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,7,1458,True,False
0.62,0.485,0.155,1.1945,0.5105,0.271,0.352,9,3127,False,False
0.525,0.4,0.14,0.654,0.305,0.16,0.169,7,1594,True,False
0.435,0.345,0.115,0.418,0.222,0.0735,0.106,7,1082,True,False
0.41,0.325,0.1,0.3245,0.132,0.072,0.106,6,1075,True,False
0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,11,3364,False,True
0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,9,3199,False,False
0.61,0.485,0.17,1.281,0.597,0.3035,0.33,9,2995,False,True
0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285,5,2037,True,False
0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,10,539,False,False
0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,8,3754,True,False
0.565,0.44,0.135,0.768,0.3305,0.1385,0.2475,9,3038,True,False
0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10,2143,False,True
0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795,8,1785,False,False
0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15,2421,True,False
0.505,0.39,0.125,0.5445,0.246,0.15,0.1405,7,1103,False,False
0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,12,1422,False,True
0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3,1429,True,False
0.725,0.57,0.19,2.3305,1.253,0.541,0.52,9,2811,False,True
0.54,0.425,0.135,0.686,0.3475,0.1545,0.213,8,1607,True,False
0.36,0.26,0.08,0.1795,0.074,0.0315,0.06,5,2719,True,False
0.625,0.495,0.155,1.0485,0.487,0.212,0.3215,11,1936,False,True
0.465,0.345,0.11,0.393,0.1825,0.0735,0.12,8,1567,True,False
0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10,1406,False,False
0.63,0.455,0.15,1.1315,0.481,0.2745,0.305,9,1501,False,True
0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,11,1524,False,False
0.71,0.545,0.175,1.907,0.8725,0.4565,0.475,11,4104,False,False
0.51,0.4,0.125,0.5935,0.239,0.13,0.204,8,2888,True,False
0.62,0.47,0.15,1.309,0.587,0.4405,0.325,9,1934,False,True
0.275,0.2,0.055,0.0925,0.038,0.021,0.026,4,2814,True,False
0.255,0.18,0.065,0.079,0.034,0.014,0.025,5,650,False,True
0.56,0.45,0.145,0.894,0.3885,0.2095,0.264,9,3037,False,True
0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,11,3942,False,False
0.68,0.545,0.185,1.672,0.7075,0.364,0.48,11,4102,False,True
0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,16,2181,False,True
0.63,0.505,0.175,1.221,0.555,0.252,0.34,12,2793,False,True
0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10,309,False,True
0.48,0.35,0.105,0.635,0.352,0.127,0.135,6,4001,True,False
0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,10,1966,False,False
0.66,0.53,0.175,1.583,0.7395,0.3505,0.405,10,3623,False,True
0.72,0.55,0.18,1.52,0.637,0.325,0.435,10,2860,False,False
0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,19,312,False,True
0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,12,413,False,True
0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,9,2,False,False
0.645,0.51,0.19,1.363,0.573,0.362,0.36,10,1714,False,False
0.37,0.27,0.09,0.1855,0.07,0.0425,0.065,7,2870,True,False
0.615,0.48,0.175,1.118,0.446,0.3195,0.3,9,1374,False,True
0.56,0.455,0.125,0.943,0.344,0.129,0.375,21,428,False,False
0.61,0.425,0.155,1.0485,0.507,0.1955,0.274,11,2926,True,False
0.27,0.2,0.07,0.1,0.034,0.0245,0.035,5,241,True,False
0.565,0.435,0.185,1.032,0.354,0.2045,0.31,20,3193,False,True
0.6,0.475,0.175,1.3445,0.549,0.2875,0.36,11,862,False,True
0.555,0.425,0.18,0.875,0.3695,0.2005,0.255,11,549,True,False
0.595,0.455,0.145,0.942,0.43,0.182,0.277,11,3101,False,True
0.55,0.425,0.15,0.7665,0.339,0.176,0.21,8,1615,True,False
0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,10,2028,False,False
0.48,0.36,0.1,0.439,0.194,0.099,0.115,8,951,False,True
0.655,0.515,0.155,1.309,0.524,0.346,0.385,11,2855,False,False
0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10,2544,False,False
0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9,3641,True,False
0.475,0.365,0.14,0.4545,0.171,0.118,0.158,8,3353,True,False
0.775,0.63,0.25,2.7795,1.3485,0.76,0.578,12,1763,False,True
0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13,3426,False,True
0.625,0.495,0.175,1.254,0.5815,0.286,0.3185,9,1805,False,True
0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,11,3268,False,True
0.35,0.26,0.09,0.198,0.0725,0.056,0.06,10,2451,False,True
0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,9,1662,False,False
0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,4,3906,False,True
0.56,0.44,0.14,0.825,0.402,0.139,0.245,10,2767,True,False
0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8,3459,False,True
0.48,0.365,0.12,0.6015,0.312,0.117,0.14,7,952,False,True
0.4,0.29,0.1,0.258,0.104,0.059,0.0815,7,3476,True,False
0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9,3708,False,False
0.555,0.435,0.165,0.97,0.336,0.2315,0.295,17,656,False,False
0.52,0.41,0.17,0.8705,0.3735,0.219,0.25,14,2271,False,False
0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,15,729,False,False
0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,17,623,False,False
0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,9,989,False,True
0.5,0.365,0.125,0.528,0.229,0.103,0.1645,9,3549,True,False
0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,7,121,True,False
0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,12,3397,False,False
0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12,793,False,True
0.53,0.41,0.125,0.769,0.346,0.173,0.215,9,3655,False,True
0.52,0.405,0.115,0.776,0.32,0.1845,0.22,8,173,False,False
0.505,0.405,0.14,0.875,0.2665,0.174,0.285,12,810,False,True
0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455,8,2063,False,True
0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,6,1584,False,False
0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,10,2082,False,False
0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,11,2347,False,True
0.59,0.455,0.165,1.161,0.38,0.2455,0.28,12,2475,False,False
0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345,7,568,False,True
0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,7,2120,False,True
0.51,0.39,0.125,0.597,0.293,0.1265,0.1555,8,4003,True,False
0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,10,1703,False,False
0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13,2440,False,True
0.545,0.44,0.165,0.744,0.2875,0.204,0.25,15,3870,False,True
0.43,0.335,0.105,0.378,0.188,0.0785,0.09,6,3438,True,False
0.595,0.475,0.165,1.213,0.621,0.2435,0.274,9,1001,False,True
0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,13,641,True,False
0.71,0.54,0.205,1.5805,0.802,0.287,0.435,10,1751,False,False
0.59,0.44,0.15,0.8725,0.387,0.215,0.245,8,1483,False,True
0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,9,3739,False,False
0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,14,2234,False,False
0.575,0.465,0.195,0.9965,0.417,0.247,0.47,8,1637,False,False
0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,10,1376,False,True
0.63,0.505,0.225,1.525,0.56,0.3335,0.45,15,273,False,True
0.155,0.115,0.025,0.024,0.009,0.005,0.0075,5,2381,False,True
0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,8,1287,True,False
0.595,0.43,0.21,1.5245,0.653,0.396,0.41,11,2993,False,False
0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,22,351,False,False
0.69,0.53,0.21,1.583,0.7355,0.405,0.3865,12,1189,False,True
0.35,0.26,0.095,0.221,0.0985,0.043,0.07,8,3813,True,False
0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,10,854,False,True
0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,10,2291,False,True
0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,11,3713,False,True
0.605,0.485,0.15,1.238,0.6315,0.226,0.33,11,1358,True,False
0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,7,1450,True,False
0.375,0.275,0.085,0.22,0.109,0.05,0.0605,7,2004,True,False
0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,10,1701,False,False
0.44,0.34,0.1,0.407,0.209,0.0735,0.103,7,2636,True,False
0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,7,712,True,False
0.585,0.455,0.17,0.9945,0.4255,0.263,0.2845,11,4161,False,False
0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,5,899,True,False
0.645,0.5,0.15,1.159,0.4675,0.3355,0.31,9,4055,False,False
0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,11,1757,False,False
0.355,0.27,0.075,0.204,0.3045,0.046,0.0595,7,3086,True,False
0.275,0.2,0.065,0.1165,0.0565,0.013,0.035,7,3160,True,False
0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,17,3312,False,False
0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,11,455,False,True
0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,9,1776,False,True
0.595,0.48,0.2,0.975,0.358,0.2035,0.34,15,2178,False,False
0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,8,3642,True,False
