Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,Sex_I,Sex_M,sampleNum
0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,10,False,True,2150
0.42,0.305,0.09,0.328,0.168,0.0615,0.082,6,True,False,1253
0.385,0.28,0.085,0.2175,0.097,0.038,0.067,8,True,False,1243
0.56,0.45,0.16,0.922,0.432,0.178,0.26,15,False,True,198
0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,8,True,False,2725
0.425,0.315,0.08,0.303,0.131,0.0585,0.095,7,True,False,1558
0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15,True,False,2329
0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,13,False,False,2486
0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,7,True,False,1060
0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11,False,False,2384
0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,8,False,True,2619
0.605,0.48,0.17,1.1835,0.582,0.2365,0.317,10,False,True,1159
0.695,0.57,0.2,2.033,0.751,0.4255,0.685,15,False,True,2274
0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,9,True,False,1294
0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9,False,False,2771
0.59,0.49,0.135,1.008,0.422,0.2245,0.285,11,False,True,2304
0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,9,True,False,839
0.635,0.525,0.16,1.195,0.5435,0.246,0.335,12,False,True,1946
0.595,0.475,0.17,1.0965,0.419,0.229,0.35,17,False,True,2233
0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255,12,False,True,3054
0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,9,False,True,1694
0.61,0.475,0.15,0.9665,0.4145,0.2,0.345,10,True,False,574
0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,9,False,True,2707
0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10,False,True,384
0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,10,False,False,2788
0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,17,False,True,475
0.575,0.47,0.165,0.869,0.435,0.197,0.238,9,False,False,1139
0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,9,False,True,401
0.545,0.425,0.14,0.8145,0.305,0.231,0.244,10,True,False,1878
0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10,False,True,1365
0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9,False,True,3615
0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605,14,False,False,3686
0.58,0.45,0.195,0.8265,0.4035,0.173,0.225,9,False,False,1909
0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,9,False,False,4134
0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,13,True,False,2194
0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,8,True,False,3642
0.595,0.475,0.16,1.1405,0.547,0.231,0.271,6,False,False,860
0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,7,True,False,1288
0.585,0.51,0.16,1.218,0.639,0.241,0.3,11,False,True,4085
0.62,0.485,0.175,1.2155,0.545,0.253,0.345,10,False,False,2604
0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,9,False,False,878
0.675,0.525,0.17,1.711,0.8365,0.352,0.475,9,False,False,2806
0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,6,True,False,1827
0.555,0.425,0.14,0.788,0.282,0.1595,0.285,11,False,False,78
0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,9,False,True,3455
0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,14,False,True,738
0.175,0.125,0.04,0.024,0.0095,0.006,0.005,4,False,True,525
0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,22,False,False,351
0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,11,False,False,3516
0.59,0.44,0.135,0.966,0.439,0.2145,0.2605,10,False,True,4173
0.5,0.4,0.145,0.6025,0.216,0.138,0.21,11,False,True,3220
0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795,8,False,False,1785
0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12,False,False,3290
0.605,0.49,0.14,0.9755,0.419,0.206,0.315,10,False,True,1359
0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16,10,True,False,555
0.735,0.59,0.215,1.747,0.7275,0.403,0.557,11,False,True,1758
0.475,0.38,0.135,0.486,0.1735,0.07,0.185,7,False,False,2242
0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21,False,True,469
0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,8,False,False,3486
0.625,0.5,0.16,1.217,0.5725,0.207,0.355,11,False,False,2938
0.68,0.58,0.2,1.787,0.585,0.453,0.6,19,False,False,372
0.55,0.43,0.155,0.785,0.289,0.227,0.233,11,False,False,768
0.65,0.59,0.22,1.662,0.77,0.378,0.435,11,False,False,1400
0.57,0.495,0.16,1.0915,0.452,0.275,0.315,14,False,False,3214
0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,8,False,True,397
0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,8,True,False,1862
0.62,0.5,0.175,1.107,0.4895,0.24,0.343,11,False,False,3782
0.47,0.375,0.12,0.487,0.196,0.099,0.135,8,True,False,1847
0.645,0.5,0.16,1.3815,0.672,0.326,0.315,9,False,True,1810
0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12,False,True,1386
0.67,0.54,0.195,1.619,0.74,0.3305,0.465,11,False,False,1738
0.235,0.175,0.055,0.067,0.027,0.0125,0.018,6,True,False,812
0.505,0.395,0.105,0.551,0.248,0.103,0.171,8,True,False,1289
0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,8,True,False,3552
0.505,0.385,0.15,0.6415,0.246,0.152,0.215,12,False,True,781
0.64,0.5,0.15,1.2015,0.559,0.231,0.3355,9,False,False,3066
0.72,0.565,0.2,1.787,0.718,0.385,0.529,11,False,True,3470
0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,16,False,False,2208
0.57,0.44,0.095,0.827,0.3395,0.2215,0.235,8,False,True,409
0.58,0.455,0.16,0.9215,0.312,0.196,0.3,17,False,False,2262
0.475,0.375,0.11,0.456,0.182,0.099,0.16,9,True,False,3024
0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,12,False,False,1670
0.575,0.45,0.145,0.795,0.364,0.1505,0.26,10,True,False,3771
0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,9,False,True,2185
0.455,0.35,0.11,0.458,0.2,0.111,0.1305,8,False,True,3089
0.675,0.525,0.185,1.587,0.6935,0.336,0.395,13,False,True,356
0.635,0.495,0.175,1.2355,0.5205,0.3085,0.347,10,False,False,4139
0.56,0.455,0.155,0.797,0.34,0.19,0.2425,11,False,True,143
0.435,0.335,0.11,0.38,0.1695,0.086,0.11,9,False,False,533
0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,9,False,True,1776
0.485,0.39,0.125,0.591,0.287,0.141,0.12,9,True,False,554
0.495,0.38,0.145,0.515,0.175,0.098,0.212,13,True,False,3344
0.58,0.435,0.155,0.8785,0.425,0.1685,0.2425,10,False,False,3045
0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455,8,False,True,2063
0.55,0.45,0.13,0.804,0.3375,0.1405,0.23,6,True,False,1881
0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,12,False,True,3599
0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,9,False,False,385
0.585,0.47,0.165,1.409,0.8,0.229,0.295,10,False,True,1344
0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9,False,False,2616
0.395,0.295,0.095,0.2245,0.078,0.054,0.08,10,False,False,665
0.31,0.22,0.085,0.146,0.061,0.0365,0.045,6,False,True,513
0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,11,False,False,3065
0.3,0.225,0.075,0.1345,0.057,0.028,0.044,5,True,False,3632
0.32,0.235,0.09,0.183,0.098,0.0335,0.042,7,True,False,2815
0.64,0.51,0.19,1.613,0.6215,0.361,0.47,14,False,True,763
0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,6,True,False,124
0.46,0.34,0.135,0.495,0.1655,0.117,0.185,10,False,True,800
0.525,0.405,0.15,0.795,0.3075,0.205,0.255,14,True,False,556
0.44,0.33,0.135,0.522,0.17,0.0905,0.195,16,True,False,3372
0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,10,False,False,577
0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,12,False,False,3264
0.505,0.355,0.125,0.601,0.25,0.1205,0.185,8,True,False,964
0.61,0.45,0.15,0.871,0.407,0.1835,0.25,10,False,True,1363
0.3,0.23,0.075,0.15,0.0605,0.042,0.045,5,True,False,3255
0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,9,False,False,1174
0.51,0.385,0.135,0.632,0.282,0.145,0.17,8,False,False,3187
0.475,0.355,0.105,0.468,0.201,0.1115,0.12,8,True,False,2573
0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,10,False,True,2947
0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,10,False,False,3469
0.54,0.415,0.135,0.709,0.3195,0.174,0.185,9,True,False,4125
0.235,0.18,0.06,0.058,0.022,0.0145,0.018,6,True,False,3933
0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,6,True,False,816
0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,10,False,True,2917
0.365,0.275,0.085,0.223,0.098,0.0375,0.075,7,True,False,1830
0.475,0.365,0.115,0.499,0.232,0.0885,0.156,10,True,False,4166
0.605,0.505,0.18,1.434,0.7285,0.264,0.431,11,False,False,1667
0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,14,False,True,3007
0.655,0.545,0.185,1.759,0.6865,0.313,0.547,11,False,False,3987
0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,8,False,False,2152
0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15,False,True,778
0.55,0.44,0.155,0.946,0.313,0.1825,0.335,16,False,False,761
0.48,0.355,0.16,0.464,0.221,0.106,0.239,8,False,True,1574
0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,9,False,True,2302
0.51,0.39,0.105,0.612,0.187,0.15,0.195,13,False,False,750
0.46,0.365,0.125,0.467,0.1895,0.0945,0.158,10,False,True,632
0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,8,False,True,2050
0.445,0.32,0.12,0.378,0.152,0.0825,0.12,8,True,False,2049
0.625,0.485,0.16,1.254,0.591,0.259,0.3485,9,False,False,2848
0.525,0.4,0.11,0.6275,0.3015,0.126,0.18,8,True,False,3031
0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,8,True,False,2453
0.57,0.465,0.155,0.872,0.3245,0.239,0.285,14,False,False,3170
0.475,0.4,0.115,0.541,0.186,0.1025,0.21,13,False,False,3936
0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,7,True,False,822
0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7,True,False,3408
0.625,0.49,0.155,1.115,0.484,0.277,0.3095,9,False,False,2684
0.375,0.27,0.085,0.218,0.0945,0.039,0.07,7,True,False,1239
0.46,0.345,0.11,0.3755,0.1525,0.058,0.125,7,True,False,2638
0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12,False,True,3598
0.62,0.49,0.155,1.1,0.505,0.2475,0.31,9,False,True,2681
0.45,0.33,0.115,0.365,0.14,0.0825,0.1245,8,True,False,3019
0.72,0.55,0.18,1.52,0.637,0.325,0.435,10,False,False,2860
0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,10,False,True,3560
0.575,0.45,0.135,0.807,0.3615,0.176,0.254,10,True,False,1639
0.15,0.1,0.025,0.015,0.0045,0.004,0.005,2,True,False,719
0.465,0.37,0.1,0.5055,0.234,0.11,0.14,7,True,False,3440
0.47,0.36,0.105,0.544,0.27,0.1395,0.129,7,False,True,1093
0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,10,False,True,1710
0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10,False,True,3820
0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,10,False,False,868
0.5,0.4,0.15,0.8085,0.273,0.112,0.295,13,False,False,3892
0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,7,True,False,3644
0.62,0.485,0.165,1.166,0.483,0.238,0.355,13,False,False,3310
0.59,0.45,0.155,0.874,0.369,0.2135,0.24,8,False,True,4086
0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16,False,False,3304
0.635,0.5,0.17,1.4345,0.611,0.309,0.418,12,False,True,1700
0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6,True,False,3802
0.48,0.355,0.115,0.5785,0.25,0.106,0.184,8,True,False,3412
0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,10,False,False,707
0.425,0.33,0.08,0.361,0.134,0.0825,0.125,7,False,True,2097
0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,7,False,True,2170
0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,7,False,True,2054
0.705,0.55,0.2,1.7095,0.633,0.4115,0.49,13,False,False,34
0.37,0.29,0.09,0.2445,0.089,0.0655,0.075,7,True,False,1232
0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,11,True,False,3314
0.54,0.415,0.155,0.702,0.322,0.167,0.19,10,True,False,4037
0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925,14,False,True,1728
0.675,0.565,0.195,1.8375,0.7645,0.3615,0.553,12,False,False,1042
0.53,0.395,0.115,0.5685,0.249,0.1375,0.161,9,False,False,3096
0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,12,False,True,3501
0.625,0.505,0.175,1.131,0.5425,0.2265,0.323,8,False,True,4013
0.38,0.285,0.095,0.243,0.0895,0.0665,0.075,7,True,False,1546
0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,12,False,True,2322
0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,10,False,False,3672
0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,6,True,False,3356
0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,13,False,True,2182
0.65,0.525,0.185,1.3455,0.586,0.278,0.3865,9,False,True,4118
0.375,0.285,0.08,0.226,0.0975,0.04,0.0725,7,True,False,3108
0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,15,False,False,339
0.55,0.43,0.18,0.8265,0.4405,0.159,0.225,10,False,True,4078
0.68,0.53,0.205,1.496,0.5825,0.337,0.465,14,False,True,2139
0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,9,False,True,3805
0.45,0.335,0.125,0.349,0.119,0.1055,0.115,10,False,True,801
0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12,False,True,870
0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,11,False,True,2347
0.62,0.51,0.175,1.615,0.5105,0.192,0.675,12,False,True,81
0.57,0.48,0.175,1.185,0.474,0.261,0.38,11,False,True,73
0.52,0.405,0.14,0.5775,0.2,0.145,0.179,11,True,False,536
0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,8,True,False,3480
0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,9,False,True,137
0.47,0.365,0.12,0.582,0.29,0.092,0.146,8,False,False,946
0.575,0.465,0.15,1.08,0.595,0.2065,0.238,9,False,True,1478
0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,6,True,False,1069
0.63,0.5,0.16,1.22,0.4905,0.3,0.345,14,False,False,3294
0.49,0.42,0.125,0.609,0.239,0.1435,0.22,14,False,True,388
0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,11,False,False,1815
0.555,0.45,0.145,0.915,0.4,0.246,0.285,11,False,True,408
0.455,0.355,1.13,0.594,0.332,0.116,0.1335,8,False,False,2051
0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085,15,False,True,3900
0.685,0.505,0.19,1.533,0.667,0.4055,0.41,10,False,True,2969
0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,11,False,True,1515
0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,12,False,True,327
0.425,0.34,0.1,0.3515,0.1625,0.082,0.094,7,True,False,2634
0.475,0.36,0.12,0.578,0.2825,0.12,0.17,8,False,True,2297
0.67,0.525,0.18,1.4915,0.728,0.343,0.381,9,False,True,4099
0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,14,False,True,875
0.7,0.535,0.175,1.773,0.6805,0.48,0.512,15,False,False,1747
0.555,0.44,0.14,0.846,0.346,0.1715,0.2735,10,False,False,3766
0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,12,False,False,3619
0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,9,True,False,1664
0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,7,True,False,1077
0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9,False,True,2103
0.525,0.41,0.115,0.7745,0.416,0.163,0.18,7,False,False,3980
0.485,0.385,0.13,0.568,0.2505,0.178,0.154,7,True,False,1849
0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,12,False,False,343
0.595,0.455,0.145,0.942,0.43,0.182,0.277,11,False,True,3101
0.655,0.515,0.2,1.494,0.7255,0.309,0.405,12,False,False,2958
0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,13,False,True,2230
0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,9,True,False,1863
0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,11,True,False,4131
0.53,0.415,0.11,0.5745,0.2525,0.1235,0.189,9,True,False,1299
0.58,0.445,0.135,0.95,0.484,0.182,0.2325,8,False,False,2837
0.37,0.29,0.115,0.25,0.111,0.057,0.075,9,False,False,591
0.375,0.275,0.09,0.218,0.093,0.0405,0.0755,6,True,False,1236
0.515,0.4,0.14,0.6335,0.288,0.145,0.168,9,False,True,2020
0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,7,True,False,3630
0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,9,True,False,1603
0.68,0.55,0.175,1.473,0.713,0.282,0.4295,11,False,False,4020
0.595,0.475,0.14,0.944,0.3625,0.189,0.315,9,False,True,76
0.49,0.385,0.125,0.649,0.32,0.124,0.1695,8,False,True,954
0.56,0.44,0.155,0.811,0.3685,0.178,0.235,11,True,False,4039
0.6,0.47,0.13,1.0105,0.423,0.219,0.298,9,False,True,4088
0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,9,False,False,2332
0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11,False,False,1355
0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10,False,False,289
0.46,0.355,0.13,0.458,0.192,0.1055,0.13,13,False,False,531
0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,9,True,False,3893
0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,9,True,False,1605
0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,9,False,False,596
0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,9,False,True,2133
0.655,0.515,0.155,1.309,0.524,0.346,0.385,11,False,False,2855
0.36,0.265,0.09,0.2055,0.096,0.037,0.0585,7,True,False,3530
0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,8,False,True,1167
0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,20,False,False,2358
0.39,0.31,0.085,0.344,0.181,0.0695,0.079,7,True,False,4163
0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115,12,False,True,2795
0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,10,False,False,2623
0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,8,False,True,543
0.67,0.5,0.2,1.269,0.576,0.2985,0.351,11,False,True,2699
0.475,0.36,0.125,0.447,0.1695,0.081,0.14,9,False,False,649
0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,11,False,True,3347
0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,10,False,True,2291
0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,17,False,True,2090
0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,11,False,True,1926
0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,10,False,False,2933
0.525,0.4,0.145,0.6095,0.248,0.159,0.175,9,True,False,1869
0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,5,True,False,1250
0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,10,True,False,3363
0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,10,True,False,1958
0.47,0.38,0.125,0.4845,0.211,0.1075,0.142,6,True,False,1094
0.62,0.505,0.185,1.5275,0.69,0.368,0.35,13,False,True,755
0.555,0.44,0.14,0.8705,0.407,0.156,0.255,9,False,True,1316
0.575,0.45,0.15,0.858,0.449,0.166,0.215,10,True,False,4041
0.53,0.455,0.165,0.9805,0.3155,0.2815,0.2965,11,False,False,770
0.725,0.505,0.185,1.978,1.026,0.4255,0.4505,12,False,True,1202
0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,8,True,False,243
0.56,0.425,0.135,0.849,0.3265,0.221,0.2645,10,False,True,1621
0.69,0.55,0.18,1.6915,0.6655,0.402,0.5,11,False,True,1975
0.515,0.39,0.14,0.678,0.341,0.1325,0.119,8,False,True,3607
0.635,0.51,0.155,1.156,0.428,0.289,0.315,18,False,True,3237
0.355,0.26,0.085,0.1905,0.081,0.0485,0.055,6,False,True,637
0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12,False,False,1955
0.455,0.365,0.11,0.385,0.166,0.046,0.1345,13,False,False,3343
0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18,False,True,3396
0.345,0.255,0.085,0.2005,0.105,0.037,0.05,5,True,False,1225
0.43,0.335,0.105,0.378,0.188,0.0785,0.09,6,True,False,3438
0.585,0.45,0.15,0.938,0.467,0.203,0.225,7,False,False,2667
0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,9,True,False,3765
0.665,0.525,0.18,1.5785,0.678,0.229,0.456,14,False,False,3793
0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,25,False,False,2201
0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035,5,True,False,2153
0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,6,True,False,1999
0.685,0.565,0.175,1.638,0.7775,0.375,0.438,11,False,False,1744
0.39,0.29,0.09,0.2625,0.117,0.054,0.077,7,True,False,2821
0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,7,False,True,1120
0.39,0.31,0.1,0.302,0.116,0.064,0.115,11,True,False,395
0.515,0.4,0.115,0.578,0.191,0.1445,0.17,9,False,False,3872
0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6,True,False,1240
0.65,0.495,0.175,1.227,0.528,0.258,0.37,11,False,False,3791
0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,12,False,True,1686
0.47,0.35,0.115,0.487,0.1955,0.127,0.155,8,False,False,3925
0.55,0.405,0.125,0.651,0.2965,0.137,0.2,9,False,False,1312
0.575,0.445,0.135,0.883,0.381,0.2035,0.26,11,False,False,38
0.68,0.55,0.175,1.798,0.815,0.3925,0.455,19,False,False,33
0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10,False,True,3779
0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,19,False,False,3244
0.65,0.505,0.19,1.274,0.59,0.23,0.391,11,False,True,1718
0.505,0.39,0.175,0.692,0.267,0.15,0.215,12,False,False,2228
0.395,0.295,0.1,0.293,0.14,0.062,0.082,7,True,False,2043
0.525,0.4,0.13,0.6995,0.3115,0.131,0.223,9,False,False,3120
0.485,0.365,0.125,0.426,0.163,0.0965,0.151,8,True,False,3647
0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,17,True,False,3367
0.49,0.4,0.135,0.624,0.3035,0.1285,0.169,8,True,False,1577
0.5,0.42,0.125,0.62,0.255,0.15,0.205,11,False,True,3841
0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,14,False,True,283
0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,7,True,False,2720
0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,14,False,False,3218
0.71,0.56,0.175,1.724,0.566,0.4575,0.4625,13,False,True,3080
0.325,0.23,0.09,0.147,0.06,0.034,0.045,4,False,True,518
0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,5,False,True,2164
0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,8,False,False,1626
0.51,0.415,0.145,0.751,0.3295,0.1835,0.203,8,False,True,3118
0.65,0.525,0.19,1.3685,0.5975,0.296,0.4,11,False,True,3699
0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,4,True,False,297
0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,7,False,True,537
0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6,True,False,1441
0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,9,False,True,2278
0.65,0.505,0.165,1.357,0.5725,0.281,0.43,11,False,False,4141
0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,8,True,False,1248
0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,10,False,False,3695
0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,19,False,True,312
0.335,0.26,0.075,0.22,0.0855,0.04,0.085,6,False,True,3834
0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10,False,True,2533
0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,13,False,False,269
0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,12,True,False,3324
0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3,True,False,3801
0.5,0.38,0.11,0.5605,0.28,0.106,0.15,9,True,False,1855
0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,12,False,False,154
0.55,0.425,0.14,0.952,0.4895,0.1945,0.2185,7,False,False,3121
0.44,0.325,0.115,0.39,0.163,0.087,0.113,7,False,True,2490
0.535,0.405,0.175,1.2705,0.548,0.3265,0.337,13,False,True,2986
0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,16,True,False,509
0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11,False,True,2417
0.575,0.45,0.125,0.78,0.3275,0.188,0.235,9,True,False,1635
0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,4,True,False,2712
0.33,0.255,0.095,0.1875,0.0735,0.045,0.06,7,False,True,643
0.33,0.265,0.09,0.18,0.068,0.036,0.06,6,True,False,2288
0.33,0.255,0.08,0.205,0.0895,0.0395,0.055,7,True,False,4
0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11,False,True,1525
0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,9,True,False,1448
0.44,0.345,0.12,0.365,0.1655,0.083,0.11,7,True,False,404
0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,6,True,False,906
0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,9,False,True,1126
0.515,0.435,0.145,0.8815,0.292,0.206,0.255,10,False,True,782
0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,10,False,True,3984
0.37,0.29,0.09,0.241,0.11,0.045,0.069,10,False,True,2391
0.665,0.525,0.16,1.363,0.629,0.279,0.34,8,False,True,1183
0.615,0.45,0.15,1.198,0.707,0.2095,0.2505,7,False,True,2678
0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,8,False,False,71
0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,9,True,False,1306
0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,5,True,False,333
0.725,0.57,0.19,2.55,1.0705,0.483,0.725,14,False,True,165
0.47,0.345,0.115,0.4885,0.2005,0.108,0.166,11,True,False,603
